ward_id,household_count,income_range_in_thousands,avg_hh_size
313007,98,0-10,6
313008,60,0-10,6
313009,36,0-10,7
313101,91,0-10,5
313102,60,0-10,4
313103,120,0-10,6
313104,110,10-20,4
313105,64,0-10,5
313106,74,10-20,5
313107,108,10-20,5
313108,56,0-10,5
313109,50,0-10,5
313201,235,0-10,5
313202,187,0-10,5
313203,223,0-10,5
313204,188,10-20,5
313205,103,10-20,6
313206,129,0-10,7
313207,211,0-10,6
313208,156,0-10,6
313209,269,0-10,5
313301,81,0-10,5
313302,172,0-10,6
313303,105,0-10,6
313304,107,0-10,5
313305,93,0-10,6
313306,140,0-10,4
313307,39,0-10,4
313308,117,0-10,5
313309,65,0-10,5
313401,988,10-20,5
313402,196,10-20,5
313403,283,10-20,5
313404,549,0-10,5
313405,613,10-20,5
313406,291,10-20,5
313407,345,0-10,5
313408,489,10-20,5
313409,272,10-20,5
313501,157,10-20,5
313502,171,0-10,5
313503,62,0-10,5
313504,159,10-20,5
313505,80,10-20,5
313506,98,20-30,5
313507,139,10-20,5
313508,123,10-20,5
313509,341,0-10,5
313601,311,0-10,7
313602,256,0-10,5
313603,75,0-10,7
313604,189,0-10,7
313605,187,0-10,6
313606,272,0-10,6
313607,160,0-10,7
313608,236,0-10,6
313609,189,0-10,6
313701,80,0-10,6
313702,180,0-10,6
313703,37,0-10,5
313704,60,0-10,7
313705,60,0-10,7
313706,71,0-10,7
313707,92,0-10,6
313708,490,0-10,6
313709,113,0-10,7
313801,94,0-10,5
313802,259,0-10,5
313803,137,0-10,5
313804,83,0-10,6
313805,141,0-10,5
313806,192,0-10,5
313807,246,0-10,6
313808,212,0-10,6
313809,227,0-10,6
313901,168,0-10,6
313902,140,0-10,6
313903,147,0-10,6
313904,80,0-10,6
313905,152,10-20,7
313906,154,0-10,6
313907,112,0-10,7
313908,155,0-10,7
313909,87,0-10,7
314001,273,0-10,5
314002,369,0-10,5
314003,371,0-10,5
314004,1204,0-10,5
314005,248,0-10,5
314006,447,0-10,5
314007,401,0-10,5
314008,440,0-10,5
314009,801,0-10,6
314101,103,0-10,5
314102,146,10-20,4
314103,93,0-10,5
314104,65,0-10,5
314105,43,10-20,4
314106,129,0-10,5
314107,100,10-20,4
314108,81,10-20,4
314109,42,0-10,6
314201,52,0-10,6
314202,118,0-10,5
314203,12,0-10,6
314204,58,0-10,6
314205,77,0-10,7
314206,14,0-10,8
314207,89,0-10,6
314208,77,0-10,5
314209,141,0-10,5
314301,55,10-20,8
314302,111,10-20,7
314303,68,0-10,6
314304,60,0-10,8
314305,213,10-20,7
314306,85,0-10,7
314307,32,0-10,7
314308,36,0-10,7
314309,61,0-10,7
314401,139,0-10,5
314402,252,0-10,5
314403,186,0-10,5
314404,139,0-10,4
314405,215,0-10,5
314406,110,0-10,4
314407,120,0-10,4
314408,111,0-10,5
314409,251,10-20,5
350501,25,10-20,5
350502,37,20-30,4
350503,9,10-20,5
350504,17,10-20,4
350505,5,10-20,4
350506,4,10-20,5
350507,20,10-20,4
350508,11,10-20,4
350509,9,10-20,5
350510,47,20-30,5
350511,33,0-10,5
350512,16,20-30,5
350513,5,10-20,5
350514,4,30-50,4
350515,6,10-20,5
350516,9,10-20,5
350517,16,0-10,4
350518,1,10-20,5
350519,48,10-20,5
350520,2,10-20,5
350521,10,10-20,4
350522,7,10-20,5
350523,5,10-20,4
350524,10,10-20,5
350525,4,10-20,5
350526,10,10-20,5
350527,6,10-20,5
350528,13,10-20,5
350529,4,0-10,4
350601,279,10-20,5
350602,307,0-10,6
350603,878,10-20,5
350604,217,10-20,6
350605,119,10-20,6
350606,39,20-30,6
350607,66,10-20,5
350608,203,20-30,6
350609,187,0-10,5
350610,133,20-30,6
350611,136,10-20,3
350612,201,10-20,4
350801,22,0-10,6
350802,23,0-10,5
350803,19,0-10,7
350804,63,0-10,7
350805,85,0-10,6
350806,76,0-10,7
350807,80,10-20,6
350808,35,0-10,6
350809,113,10-20,6
350901,44,0-10,4
350902,66,0-10,5
350903,8,0-10,5
350904,58,0-10,6
350905,19,0-10,8
350906,119,0-10,1
350907,26,0-10,2
350908,14,10-20,2
350909,45,10-20,4
351001,49,0-10,6
351002,87,0-10,5
351003,609,10-20,5
351004,249,0-10,5
351005,103,0-10,6
351006,66,10-20,6
351007,173,10-20,4
351008,40,0-10,5
351009,205,10-20,5
351302,12,10-20,3
351303,7,10-20,5
351304,10,10-20,5
351305,8,20-30,7
351306,17,10-20,4
351307,13,10-20,4
351308,5,20-30,4
351309,10,10-20,5
351310,30,10-20,4
351311,4,10-20,5
351312,8,0-10,4
351801,102,0-10,5
351802,128,0-10,6
351803,17,0-10,6
351804,28,0-10,5
351805,29,0-10,5
351806,31,0-10,8
351807,14,0-10,8
351808,37,0-10,7
351809,52,0-10,5
351901,70,10-20,5
351902,100,10-20,5
351903,121,0-10,5
351904,100,10-20,5
351905,212,10-20,6
351906,128,10-20,5
351907,197,0-10,4
351908,68,20-30,4
351909,81,0-10,4
351910,33,0-10,5
351911,53,0-10,4
351912,71,20-30,6
351913,119,10-20,6
351914,78,20-30,6
351915,58,10-20,6
351916,57,10-20,6
352001,64,0-10,6
352002,239,10-20,6
352003,166,0-10,5
352004,103,0-10,5
352005,66,0-10,6
352006,129,0-10,5
352007,126,0-10,6
352008,90,0-10,5
352009,77,0-10,6
352201,59,0-10,5
352202,5,0-10,6
352203,18,0-10,6
352204,37,0-10,6
352205,9,0-10,6
352206,20,0-10,6
352207,73,0-10,6
352208,14,0-10,7
352209,30,0-10,6
352401,61,0-10,5
352402,48,0-10,6
352403,86,0-10,6
352404,105,10-20,5
352405,41,0-10,5
352406,58,0-10,6
352407,67,0-10,6
352408,60,0-10,6
352409,28,0-10,6
352901,10,10-20,5
352902,71,10-20,5
352903,79,10-20,6
352904,160,20-30,5
352905,27,0-10,3
352906,137,0-10,5
352907,205,10-20,5
352908,104,10-20,5
352909,77,0-10,4
352910,89,0-10,3
352911,38,0-10,5
352912,90,0-10,5
353301,126,20-30,4
353302,73,20-30,5
353303,144,10-20,5
353304,48,10-20,5
353305,87,10-20,4
353306,60,20-30,4
353307,88,20-30,4
353308,163,10-20,4
353309,90,10-20,5
353310,71,10-20,4
353311,56,10-20,5
353312,97,10-20,4
353313,106,10-20,5
353314,85,10-20,5
353315,130,10-20,5
353316,107,10-20,5
353317,38,0-10,5
353318,36,10-20,6
353319,59,10-20,5
353401,13,20-30,6
353402,10,20-30,5
353403,13,20-30,5
353404,17,10-20,5
353405,18,20-30,5
353406,14,20-30,5
353407,2,20-30,5
353408,4,20-30,5
353409,9,10-20,4
353410,8,20-30,5
353411,1,10-20,6
353412,8,10-20,5
353413,3,10-20,4
353414,1,10-20,3
353501,235,0-10,5
353502,39,10-20,5
353503,24,0-10,4
353504,101,0-10,4
353505,225,10-20,5
353506,186,10-20,5
353507,246,10-20,5
353508,158,10-20,5
353509,254,10-20,4
353510,143,10-20,5
353511,196,10-20,5
353512,291,10-20,5
353701,18,0-10,5
353702,37,10-20,6
353703,17,0-10,7
353704,35,0-10,7
353705,48,0-10,7
353706,97,0-10,6
353707,47,0-10,6
353708,78,0-10,6
353709,50,0-10,6
360101,219,0-10,5
360102,114,0-10,4
360103,49,0-10,4
360104,140,0-10,6
360105,208,0-10,5
360106,122,0-10,5
360107,94,0-10,6
360108,136,10-20,5
360109,161,0-10,4
360201,77,0-10,5
360202,140,0-10,5
360203,54,0-10,6
360204,156,0-10,5
360205,204,0-10,6
360206,174,0-10,6
360207,131,0-10,6
360208,203,0-10,5
360209,153,0-10,5
360301,369,20-30,4
360302,23,10-20,4
360303,222,10-20,5
360304,121,10-20,5
360305,81,0-10,5
360306,46,0-10,5
360307,79,10-20,5
360308,56,0-10,5
360309,66,0-10,5
360401,232,0-10,6
360402,129,0-10,5
360403,89,10-20,6
360404,141,0-10,6
360405,92,10-20,6
360406,95,10-20,5
360407,114,10-20,6
360408,187,0-10,5
360409,193,0-10,6
360501,103,0-10,5
360502,70,0-10,3
360503,94,0-10,4
360504,35,0-10,4
360505,233,0-10,3
360506,140,0-10,3
360507,61,10-20,3
360508,95,10-20,4
360509,109,0-10,4
360601,46,0-10,4
360602,49,0-10,5
360603,59,0-10,5
360604,49,0-10,4
360605,38,0-10,5
360606,102,10-20,4
360607,61,10-20,5
360608,76,10-20,5
360609,54,10-20,5
360701,111,0-10,5
360702,112,0-10,4
360703,125,0-10,5
360704,113,0-10,4
360705,131,0-10,3
360706,43,0-10,2
360707,100,0-10,4
360708,95,0-10,4
360709,66,0-10,4
360801,50,0-10,4
360802,90,0-10,5
360803,221,0-10,5
360804,106,0-10,4
360805,555,0-10,5
360806,54,0-10,4
360807,43,0-10,4
360808,285,0-10,4
360809,121,0-10,4
360901,84,0-10,6
360902,164,0-10,5
360903,55,0-10,5
360904,99,0-10,5
360905,46,0-10,5
360906,60,0-10,4
360907,52,0-10,5
360908,122,0-10,6
360909,91,0-10,6
361001,13,0-10,5
361002,28,0-10,3
361003,21,0-10,3
361004,20,0-10,3
361005,23,0-10,4
361006,12,0-10,3
361007,28,0-10,3
361008,41,0-10,2
361009,38,0-10,4
361101,127,0-10,6
361102,120,0-10,5
361103,127,0-10,5
361104,176,10-20,5
361105,107,10-20,5
361106,119,0-10,5
361107,337,0-10,5
361108,225,0-10,4
361109,157,0-10,3
361201,247,10-20,5
361202,194,0-10,5
361203,347,0-10,5
361204,236,0-10,5
361205,170,10-20,5
361206,167,10-20,5
361207,99,0-10,5
361208,174,10-20,4
361209,168,0-10,3
361301,51,0-10,3
361302,11,10-20,4
361303,25,10-20,3
361304,27,0-10,3
361305,34,10-20,3
361306,32,10-20,5
361307,27,20-30,5
361308,40,10-20,6
361309,34,20-30,6
361401,156,0-10,6
361402,94,0-10,5
361403,84,0-10,6
361404,48,0-10,7
361405,120,0-10,5
361406,361,0-10,5
361407,232,0-10,5
361408,316,0-10,4
361409,339,0-10,6
361501,19,0-10,5
361502,40,0-10,6
361503,28,10-20,5
361504,14,10-20,6
361505,21,10-20,5
361506,30,10-20,5
361507,29,10-20,4
361508,49,0-10,5
361509,21,0-10,4
361601,67,0-10,5
361602,102,10-20,5
361603,136,10-20,6
361604,99,0-10,4
361605,99,20-30,5
361606,311,0-10,5
361607,374,0-10,4
361608,286,10-20,5
361609,353,0-10,5
361701,64,0-10,4
361702,60,0-10,6
361703,81,0-10,6
361704,73,10-20,7
361705,65,0-10,6
361706,177,0-10,5
361707,176,0-10,6
361708,62,10-20,6
361709,96,10-20,5
361801,73,0-10,5
361802,46,0-10,5
361803,153,0-10,4
361804,228,0-10,4
361805,406,0-10,5
361806,118,0-10,4
361807,197,0-10,4
361808,143,10-20,4
361809,153,10-20,4
361901,156,10-20,5
361902,119,0-10,5
361903,136,0-10,5
361904,79,0-10,5
361905,195,0-10,5
361906,113,0-10,5
361907,84,0-10,5
361908,206,20-30,4
361909,109,10-20,5
362001,335,0-10,4
362002,108,0-10,5
362003,154,10-20,4
362004,34,10-20,4
362005,185,10-20,5
362006,2,10-20,6
362007,165,0-10,5
362008,168,0-10,5
362009,150,0-10,5
362101,80,0-10,6
362102,88,10-20,5
362103,57,10-20,6
362104,92,0-10,4
362105,142,10-20,4
362106,123,10-20,5
362107,111,0-10,4
362108,112,10-20,5
362109,63,0-10,3
362201,359,0-10,4
362202,113,0-10,5
362203,65,0-10,4
362204,79,0-10,4
362205,203,0-10,4
362206,40,0-10,6
362207,126,0-10,5
362208,107,0-10,5
362209,137,0-10,5
362301,206,0-10,4
362302,338,0-10,5
362303,167,0-10,4
362304,63,0-10,4
362305,98,0-10,4
362306,122,0-10,4
362307,85,10-20,4
362308,129,0-10,4
362309,278,0-10,4
362401,50,0-10,7
362402,73,0-10,6
362403,22,0-10,6
362404,91,0-10,5
362405,205,0-10,5
362406,103,0-10,5
362407,230,20-30,5
362408,72,0-10,5
362409,74,0-10,6
362501,169,0-10,4
362502,119,0-10,4
362503,148,0-10,4
362504,90,0-10,5
362505,179,0-10,4
362506,67,0-10,6
362507,108,0-10,4
362508,96,0-10,4
362509,82,0-10,4
362601,43,0-10,6
362602,88,0-10,7
362603,31,0-10,6
362604,44,10-20,5
362605,35,0-10,5
362606,48,0-10,5
362607,63,0-10,5
362608,58,0-10,6
362609,53,0-10,6
362701,78,0-10,4
362702,86,0-10,4
362703,120,0-10,4
362704,69,0-10,4
362705,449,0-10,5
362706,98,0-10,5
362707,48,0-10,3
362708,108,0-10,5
362709,450,0-10,5
362801,69,0-10,5
362802,58,10-20,5
362803,69,10-20,5
362804,63,0-10,4
362805,168,10-20,5
362806,81,0-10,5
362807,54,0-10,5
362808,79,0-10,5
362809,73,0-10,5
362901,130,10-20,6
362902,108,0-10,6
362903,124,10-20,6
362904,176,10-20,5
362905,116,10-20,6
362906,93,0-10,4
362907,97,0-10,4
362908,108,10-20,6
362909,114,10-20,5
363001,91,0-10,4
363002,142,0-10,4
363003,127,0-10,5
363004,66,0-10,3
363005,104,0-10,3
363006,152,0-10,5
363007,90,0-10,4
363008,177,0-10,5
363009,169,0-10,5
363101,43,10-20,6
363102,80,10-20,5
363103,70,20-30,5
363104,140,0-10,5
363105,226,0-10,5
363106,98,0-10,5
363107,111,20-30,5
363108,44,10-20,5
363109,100,10-20,4
363201,81,0-10,4
363202,83,0-10,5
363203,54,0-10,4
363204,31,0-10,4
363205,87,0-10,4
363206,34,0-10,4
363207,40,0-10,4
363208,46,0-10,4
363209,64,0-10,5
363301,70,10-20,5
363302,83,0-10,4
363303,38,30-50,5
363304,47,0-10,7
363305,54,10-20,6
363306,65,0-10,6
363307,86,0-10,5
363308,60,0-10,5
363309,80,0-10,5
363401,103,0-10,4
363402,177,10-20,4
363403,54,10-20,5
363404,143,10-20,4
363405,123,10-20,4
363406,141,10-20,5
363407,70,0-10,5
363408,91,0-10,5
363409,61,0-10,4
363501,75,10-20,7
363502,75,0-10,6
363503,88,10-20,7
363504,77,20-30,6
363505,69,0-10,6
363506,47,10-20,5
363507,51,10-20,5
363508,49,10-20,5
363509,60,10-20,5
363601,125,0-10,6
363602,326,0-10,5
363603,90,0-10,4
363604,286,0-10,5
363605,9,0-10,7
363606,171,0-10,5
363607,100,0-10,4
363608,148,0-10,5
363609,369,0-10,4
363701,70,0-10,5
363702,85,0-10,5
363703,58,0-10,5
363704,65,0-10,5
363705,44,0-10,5
363706,79,0-10,5
363707,53,0-10,5
363708,72,0-10,5
363709,81,0-10,5
363801,116,0-10,5
363802,18,10-20,7
363803,96,0-10,5
363804,50,0-10,5
363805,37,0-10,6
363806,84,0-10,5
363807,59,0-10,5
363808,60,0-10,6
363809,25,0-10,6
363901,21,10-20,5
363902,48,10-20,4
363903,36,10-20,5
363904,39,10-20,4
363905,24,0-10,4
363906,40,0-10,4
363907,21,0-10,4
363908,25,0-10,4
363909,33,0-10,4
364001,55,0-10,6
364002,117,10-20,4
364003,96,0-10,5
364004,68,0-10,5
364005,35,10-20,4
364006,62,0-10,5
364007,45,10-20,4
364008,35,0-10,5
364009,76,0-10,4
364101,209,0-10,4
364102,137,0-10,5
364103,247,0-10,5
364104,160,0-10,5
364105,154,0-10,5
364106,218,0-10,4
364107,112,0-10,5
364108,139,0-10,5
364109,104,0-10,5
364201,69,10-20,5
364202,171,10-20,4
364203,313,0-10,5
364204,193,10-20,5
364205,231,0-10,4
364206,325,0-10,4
364207,234,0-10,5
364208,223,0-10,4
364209,208,0-10,5
364301,204,0-10,5
364302,136,10-20,5
364303,190,0-10,5
364304,101,0-10,6
364305,102,10-20,6
364306,116,0-10,5
364307,94,0-10,5
364308,75,0-10,5
364309,205,0-10,4
364401,174,0-10,5
364402,152,30-50,5
364403,130,0-10,5
364404,70,0-10,4
364405,139,0-10,4
364406,124,0-10,5
364407,96,0-10,5
364408,70,0-10,6
364409,118,10-20,5
364501,140,0-10,5
364502,163,10-20,5
364503,95,0-10,5
364504,51,0-10,5
364505,152,0-10,5
364506,94,0-10,5
364507,70,10-20,4
364508,92,10-20,5
364509,114,0-10,6
364601,155,0-10,4
364603,137,10-20,5
364604,159,0-10,5
364605,163,10-20,5
364606,131,10-20,4
364607,125,30-50,4
364608,111,20-30,4
364609,178,20-30,4
364701,177,0-10,4
364702,278,0-10,4
364703,60,0-10,5
364704,174,0-10,4
364705,80,0-10,4
364706,117,0-10,4
364707,288,0-10,5
364708,186,0-10,4
364709,996,10-20,4
364801,79,0-10,5
364802,67,0-10,5
364803,66,0-10,6
364804,59,0-10,5
364805,116,0-10,5
364806,83,0-10,5
364807,55,0-10,5
364808,63,10-20,5
364809,69,10-20,6
364901,97,0-10,6
364902,53,10-20,7
364903,80,0-10,6
364904,71,0-10,6
364905,126,0-10,5
364906,68,0-10,5
364907,72,0-10,6
364908,67,0-10,5
364909,106,0-10,6
365001,570,10-20,4
365002,802,10-20,4
365003,1024,0-10,4
365004,794,10-20,4
365005,462,0-10,4
365006,1060,10-20,4
365007,460,10-20,5
365008,965,10-20,4
365009,831,10-20,5
365010,830,0-10,4
365011,772,10-20,5
365101,35,0-10,4
365102,18,0-10,4
365103,25,0-10,5
365104,22,0-10,4
365105,19,0-10,4
365106,27,0-10,4
365107,25,0-10,4
365108,14,0-10,5
365109,17,0-10,4
365201,24,0-10,5
365202,21,0-10,5
365203,35,0-10,4
365204,27,0-10,4
365205,28,0-10,5
365206,38,0-10,1
365207,11,0-10,2
365208,16,0-10,3
365209,9,0-10,3
365301,164,10-20,5
365302,103,10-20,5
365303,205,10-20,5
365304,240,0-10,5
365305,106,0-10,6
365306,127,0-10,6
365307,173,0-10,5
365308,237,10-20,5
365309,191,0-10,5
365401,56,10-20,6
365402,160,10-20,5
365403,117,0-10,4
365404,77,10-20,5
365405,79,10-20,5
365406,74,0-10,4
365407,79,0-10,4
365408,120,0-10,4
365409,161,0-10,5
365501,57,0-10,7
365502,74,0-10,6
365503,111,0-10,5
365504,174,0-10,4
365505,135,0-10,5
365506,98,0-10,5
365507,112,0-10,6
365508,106,10-20,6
365509,109,10-20,5
365601,74,0-10,4
365602,80,0-10,4
365603,36,0-10,5
365604,42,0-10,4
365605,50,0-10,5
365606,46,0-10,4
365607,136,0-10,5
365608,93,10-20,4
365609,121,0-10,4
365701,96,10-20,5
365702,39,20-30,6
365703,71,20-30,5
365704,120,20-30,5
365705,146,20-30,5
365706,167,0-10,5
365707,77,0-10,5
365708,118,0-10,5
365709,99,0-10,5
365801,189,0-10,5
365802,84,0-10,5
365803,377,10-20,5
365804,91,10-20,5
365805,131,0-10,5
365806,104,0-10,5
365807,83,0-10,5
365808,84,0-10,5
365809,144,0-10,5
365901,178,0-10,5
365902,104,0-10,5
365903,129,10-20,6
365904,55,10-20,6
365905,114,10-20,5
365906,97,30-50,6
365907,78,20-30,6
365908,263,0-10,6
365909,129,0-10,5
366001,111,10-20,6
366002,41,30-50,6
366003,39,0-10,5
366004,38,50+,5
366005,69,50+,5
366006,38,30-50,5
366007,114,30-50,5
366008,50,0-10,5
366009,182,0-10,5
366101,219,0-10,5
366102,219,0-10,5
366103,82,0-10,6
366104,107,0-10,6
366105,65,0-10,5
366106,119,10-20,5
366107,154,20-30,5
366108,108,10-20,6
366109,154,10-20,5
366201,75,0-10,4
366202,82,0-10,5
366203,66,0-10,4
366204,89,0-10,4
366205,76,0-10,5
366206,104,0-10,4
366207,97,0-10,4
366208,59,0-10,4
366209,191,0-10,5
366301,148,0-10,5
366302,111,0-10,4
366303,160,0-10,4
366304,125,0-10,4
366305,141,0-10,4
366306,192,10-20,5
366307,132,0-10,5
366308,163,0-10,3
366309,127,0-10,3
366401,81,0-10,6
366402,91,0-10,6
366403,159,0-10,4
366404,119,0-10,4
366405,58,0-10,4
366406,65,10-20,4
366407,54,0-10,5
366408,41,0-10,6
366409,77,0-10,5
366501,90,0-10,5
366502,88,0-10,5
366503,134,0-10,5
366504,104,0-10,5
366505,305,0-10,5
366506,236,10-20,4
366507,115,10-20,5
366508,122,0-10,5
366509,131,0-10,5
366601,76,0-10,5
366602,78,10-20,4
366603,69,10-20,4
366604,36,10-20,5
366605,70,0-10,5
366606,32,0-10,4
366607,61,0-10,5
366608,65,0-10,6
366609,69,0-10,6
366701,169,0-10,5
366702,122,0-10,6
366703,131,0-10,5
366704,334,20-30,5
366705,131,20-30,6
366706,65,20-30,7
366707,187,0-10,5
366708,187,0-10,6
366709,129,0-10,5
370101,19,0-10,5
370102,8,10-20,4
370103,23,0-10,6
370104,11,0-10,7
370105,31,10-20,5
370106,25,10-20,5
370107,32,10-20,5
370108,33,10-20,5
370109,64,10-20,5
370201,9,0-10,5
370202,9,0-10,7
370203,30,0-10,5
370204,38,0-10,6
370205,89,10-20,5
370206,30,0-10,5
370207,58,0-10,5
370208,30,10-20,5
370209,25,0-10,6
370301,48,0-10,5
370302,27,0-10,5
370303,36,0-10,6
370304,26,0-10,5
370305,36,0-10,5
370306,61,0-10,6
370307,53,0-10,5
370308,87,0-10,5
370309,50,0-10,5
370401,9,10-20,6
370402,7,10-20,8
370403,31,20-30,6
370404,26,20-30,6
370405,16,20-30,6
370406,31,20-30,5
370407,15,0-10,6
370408,17,10-20,5
370409,33,10-20,4
370601,52,0-10,6
370602,42,0-10,5
370603,36,0-10,5
370604,6,0-10,5
370605,87,0-10,5
370606,44,0-10,6
370607,37,0-10,6
370608,25,0-10,6
370609,26,0-10,5
370701,75,10-20,4
370702,108,10-20,5
370703,26,20-30,6
370704,135,10-20,5
370705,171,10-20,5
370706,98,0-10,4
370707,18,10-20,5
370708,55,10-20,4
370709,64,20-30,5
370710,7,20-30,6
370711,14,20-30,5
370712,80,10-20,5
370713,94,10-20,5
370714,49,10-20,5
370715,68,0-10,6
370716,27,10-20,4
370717,80,10-20,6
370718,58,0-10,6
370901,26,0-10,5
370902,49,0-10,5
370903,32,0-10,5
370904,29,0-10,6
370905,31,0-10,5
370906,16,0-10,7
370907,23,0-10,5
370908,54,0-10,6
370909,57,0-10,6
371001,53,10-20,4
371002,17,10-20,4
371003,20,10-20,4
371004,14,10-20,3
371005,11,10-20,3
371006,8,0-10,3
371007,24,10-20,4
371008,17,10-20,5
371009,13,10-20,5
371301,6,0-10,4
371302,3,10-20,3
371303,6,0-10,5
371304,5,0-10,3
371305,7,0-10,4
371306,8,0-10,4
371307,8,0-10,4
371308,11,0-10,5
371309,5,0-10,3
371401,48,0-10,4
371402,33,0-10,4
371403,33,10-20,5
371404,32,0-10,4
371405,60,0-10,5
371406,33,0-10,4
371407,42,0-10,6
371408,26,0-10,6
371409,102,0-10,6
371501,69,0-10,5
371502,53,0-10,5
371503,66,0-10,5
371504,54,0-10,5
371505,52,0-10,5
371506,55,0-10,5
371507,51,0-10,5
371508,90,0-10,6
371509,51,0-10,5
371801,4,0-10,6
371802,21,0-10,4
371803,19,10-20,5
371804,30,0-10,5
371805,39,0-10,5
371806,24,0-10,6
371807,50,0-10,5
371808,66,0-10,5
371809,50,0-10,5
371901,78,0-10,5
371902,58,0-10,4
371903,121,10-20,5
371904,98,0-10,3
371905,45,0-10,5
371906,173,0-10,5
371907,216,0-10,4
371908,84,10-20,6
371909,75,10-20,5
372101,71,10-20,4
372102,57,0-10,5
372103,45,20-30,5
372104,52,20-30,6
372105,12,20-30,6
372106,15,20-30,6
372107,23,10-20,7
372108,157,10-20,6
372109,58,10-20,6
372201,8,0-10,4
372202,16,0-10,5
372203,19,0-10,4
372204,20,0-10,4
372205,37,0-10,4
372206,36,0-10,4
372207,1,10-20,5
372208,17,0-10,5
372209,32,0-10,4
372301,59,0-10,5
372302,18,0-10,4
372303,52,0-10,5
372304,60,0-10,5
372305,54,0-10,5
372306,73,0-10,6
372307,66,0-10,5
372308,40,0-10,5
372309,81,0-10,5
372401,68,0-10,5
372402,37,0-10,4
372403,28,0-10,5
372404,37,0-10,5
372405,31,0-10,4
372406,44,0-10,5
372407,21,0-10,5
372408,14,0-10,5
372409,41,0-10,5
372501,35,0-10,5
372502,20,0-10,4
372503,25,0-10,4
372504,17,0-10,4
372505,20,0-10,4
372506,13,0-10,2
372507,38,0-10,4
372508,46,0-10,4
372509,70,0-10,4
372601,78,0-10,4
372602,73,0-10,6
372603,89,0-10,5
372604,51,10-20,4
372605,55,10-20,5
372606,61,0-10,6
372607,40,10-20,5
372608,44,0-10,6
372609,25,0-10,7
372801,44,0-10,4
372802,15,0-10,5
372803,6,20-30,5
372804,11,10-20,4
372805,9,0-10,5
372806,12,0-10,5
372807,3,0-10,3
372808,14,0-10,3
372809,10,10-20,4
372901,24,10-20,5
372902,14,10-20,5
372903,52,0-10,4
